resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Supplies,Grades 3-5,highest poverty,NE,2013-02-07,25.0
Books,Grades PreK-2,highest poverty,CA,2011-05-30,2.0
Technology,Grades 9-12,highest poverty,CA,2011-01-18,400.0
Books,Grades 3-5,moderate poverty,NV,2013-02-27,5.0
Technology,Grades 3-5,highest poverty,CA,2013-02-07,50.0
Technology,Grades PreK-2,high poverty,GA,2010-10-20,3.0
Technology,Grades 3-5,highest poverty,NY,2012-09-12,100.0
Supplies,Grades PreK-2,moderate poverty,CA,2013-01-12,134.0
Technology,Grades 6-8,moderate poverty,CA,2013-09-02,1090.78
Technology,Grades PreK-2,high poverty,NJ,2013-10-24,172.28
Supplies,Grades 9-12,highest poverty,CA,2010-11-03,10.0
Books,Grades 6-8,highest poverty,IN,2010-03-22,78.41
Technology,Grades PreK-2,highest poverty,IL,2013-10-25,10.0
Technology,Grades 9-12,high poverty,VA,2013-08-14,32.17
Books,Grades 9-12,highest poverty,IL,2013-08-08,50.0
Technology,Grades 6-8,high poverty,AZ,2013-10-20,10.0
Books,Grades PreK-2,high poverty,IL,2011-12-05,166.15
Trips,Grades 6-8,highest poverty,CA,2013-05-29,10.0
Technology,Grades 3-5,highest poverty,LA,2013-10-12,10.0
Technology,Grades PreK-2,high poverty,CA,2012-01-13,10.0
Books,Grades 9-12,highest poverty,CA,2011-12-18,15.0
Books,Grades 3-5,highest poverty,MI,2007-11-04,357.0
Technology,Grades 6-8,high poverty,TX,2013-04-06,300.94
Technology,Grades 6-8,highest poverty,CA,2010-09-09,15.0
Trips,Grades 9-12,highest poverty,NY,2010-01-12,74.75
Books,Grades 9-12,high poverty,FL,2011-08-10,15.0
Supplies,Grades 3-5,high poverty,NY,2011-10-18,10.0
Books,Grades PreK-2,moderate poverty,AZ,2013-04-21,50.0
Technology,Grades 3-5,low poverty,CA,2013-01-26,100.0
Books,Grades PreK-2,high poverty,CA,2010-03-21,41.74
Supplies,Grades 9-12,highest poverty,NY,2011-12-11,5.0
Technology,Grades PreK-2,high poverty,MI,2013-09-03,50.0
Technology,Grades 3-5,highest poverty,IL,2013-05-14,20.0
Supplies,Grades PreK-2,highest poverty,MD,2008-08-16,50.0
Technology,Grades 9-12,low poverty,CA,2013-12-29,100.0
Supplies,Grades PreK-2,highest poverty,MA,2009-04-03,25.0
Books,Grades 9-12,high poverty,IA,2009-09-03,76.0
Technology,Grades PreK-2,highest poverty,ME,2011-03-13,35.0
Technology,Grades 3-5,highest poverty,TX,2012-12-13,2.0
Books,Grades PreK-2,highest poverty,NY,2006-08-10,25.0
Supplies,Grades 3-5,high poverty,AL,2012-06-05,50.0
Supplies,Grades 6-8,high poverty,NC,2009-02-17,25.0
Books,Grades PreK-2,highest poverty,CA,2010-02-07,573.51
Supplies,Grades 9-12,highest poverty,CA,2013-08-17,172.21
Technology,Grades 9-12,high poverty,TX,2013-06-20,20.0
Technology,Grades 3-5,high poverty,IL,2012-01-08,5.0
Technology,Grades 6-8,highest poverty,GA,2013-02-08,10.0
Technology,Grades 6-8,highest poverty,FL,2011-01-18,25.0
Technology,Grades 6-8,high poverty,IL,2011-12-06,50.0
Supplies,Grades 3-5,high poverty,FL,2013-07-25,25.0
Books,Grades 6-8,highest poverty,FL,2011-01-30,15.0
Supplies,Grades 6-8,high poverty,NY,2012-12-13,25.0
Technology,Grades 3-5,high poverty,CA,2011-08-08,15.0
Technology,Grades PreK-2,high poverty,GA,2011-03-18,3.0
Technology,Grades 3-5,highest poverty,NC,2011-02-23,25.0
Supplies,Grades 3-5,high poverty,FL,2013-01-20,100.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-15,15.0
Books,Grades 3-5,highest poverty,FL,2012-09-08,10.0
Supplies,Grades PreK-2,highest poverty,MS,2008-01-13,79.32
Technology,Grades 3-5,low poverty,SC,2013-10-25,25.0
Technology,Grades 3-5,high poverty,AL,2013-06-18,1.0
Technology,Grades 3-5,high poverty,FL,2011-03-13,15.0
Supplies,Grades PreK-2,highest poverty,FL,2011-03-20,3.0
Technology,Grades 9-12,highest poverty,HI,2011-01-13,20.0
Supplies,Grades PreK-2,highest poverty,NY,2011-04-23,3.0
Supplies,Grades 3-5,moderate poverty,MI,2010-10-24,50.0
Technology,Grades 3-5,highest poverty,NC,2010-08-13,447.82
Books,Grades 9-12,highest poverty,GA,2011-03-08,200.0
Technology,Grades 3-5,moderate poverty,VT,2013-05-29,40.0
Technology,Grades 6-8,highest poverty,LA,2009-10-11,18.0
Supplies,Grades PreK-2,moderate poverty,FL,2012-02-18,50.0
Books,Grades 3-5,moderate poverty,CA,2012-08-09,50.0
Technology,Grades PreK-2,moderate poverty,CA,2011-11-20,10.0
Technology,Grades 6-8,highest poverty,CT,2007-09-22,30.0
Other,Grades 6-8,low poverty,NY,2008-10-11,100.0
Supplies,Grades 3-5,highest poverty,AZ,2013-04-12,1.0
Technology,Grades 9-12,highest poverty,MA,2010-03-19,514.5
Books,Grades 3-5,highest poverty,CA,2010-11-03,2.0
Other,Grades 3-5,highest poverty,CA,2012-01-12,15.0
Supplies,Grades PreK-2,highest poverty,CA,2010-09-09,137.61
Books,Grades PreK-2,highest poverty,CA,2013-01-03,10.0
Technology,Grades 3-5,low poverty,OR,2010-12-26,15.0
Supplies,Grades PreK-2,high poverty,CA,2012-11-10,50.0
Technology,Grades 3-5,highest poverty,CA,2010-11-17,15.0
Technology,Grades PreK-2,highest poverty,SC,2010-03-02,50.0
Other,Grades PreK-2,highest poverty,VA,2010-09-23,10.0
Supplies,Grades PreK-2,highest poverty,IN,2008-11-29,97.97
Supplies,Grades PreK-2,highest poverty,NY,2012-10-01,25.0
Technology,Grades 3-5,highest poverty,AZ,2013-10-03,25.0
Technology,Grades 3-5,low poverty,PA,2012-09-30,5.0
Technology,Grades 6-8,moderate poverty,NJ,2012-09-08,20.0
Books,Grades 3-5,high poverty,UT,2012-09-30,20.0
Supplies,Grades 6-8,high poverty,MD,2011-01-03,25.0
Technology,Grades 6-8,highest poverty,MO,2011-05-31,25.0
Supplies,Grades 3-5,high poverty,MI,2012-11-25,50.0
Supplies,Grades 6-8,high poverty,NV,2013-06-29,50.0
Technology,Grades 9-12,high poverty,PA,2009-04-17,2.16
Books,Grades 3-5,moderate poverty,FL,2012-07-14,505.69
Other,Grades 3-5,highest poverty,AZ,2009-11-04,54.15
Supplies,Grades PreK-2,moderate poverty,CA,2010-09-12,10.0
Technology,Grades 9-12,highest poverty,ID,2011-05-04,37.0
Books,Grades 6-8,high poverty,DE,2012-07-14,20.0
Other,Grades 3-5,high poverty,CA,2012-01-09,280.61
Supplies,Grades 3-5,highest poverty,TN,2013-07-25,1.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-14,15.0
Supplies,Grades 6-8,highest poverty,AR,2011-09-21,468.62
Supplies,Grades 3-5,highest poverty,NY,2011-03-20,20.0
Technology,Grades 3-5,high poverty,CA,2012-01-10,15.0
Technology,Grades 6-8,high poverty,MT,2009-09-27,100.0
Supplies,Grades 6-8,highest poverty,IL,2008-03-17,8.01
Supplies,Grades 6-8,high poverty,KS,2011-07-21,50.0
Supplies,Grades PreK-2,high poverty,NC,2007-10-16,66.25
Other,Grades PreK-2,moderate poverty,CA,2013-08-09,25.0
Books,Grades 9-12,highest poverty,CA,2011-12-18,15.0
Books,Grades 6-8,high poverty,ME,2012-11-17,10.0
Technology,Grades 9-12,moderate poverty,UT,2013-05-26,300.0
Supplies,Grades 3-5,highest poverty,WI,2013-10-18,115.0
Technology,Grades PreK-2,highest poverty,TX,2013-02-13,25.0
Supplies,Grades 3-5,highest poverty,SC,2012-08-04,25.0
Books,Grades 6-8,high poverty,NC,2010-11-27,70.0
Other,Grades PreK-2,highest poverty,IL,2013-05-23,29.0
Technology,Grades PreK-2,high poverty,IL,2013-07-03,10.0
Other,Grades PreK-2,highest poverty,NY,2013-11-12,50.0
Technology,Grades 3-5,highest poverty,TX,2013-11-16,10.0
Technology,Grades 9-12,high poverty,CA,2013-06-13,1.0
Technology,Grades 6-8,highest poverty,CA,2010-09-08,10.0
Technology,Grades PreK-2,high poverty,WI,2012-07-28,25.0
Books,Grades 3-5,highest poverty,HI,2012-10-15,5.0
Technology,Grades 9-12,highest poverty,NY,2012-01-30,25.0
Technology,Grades 3-5,highest poverty,FL,2010-02-09,176.15
Books,Grades 6-8,high poverty,NC,2011-02-01,20.0
Supplies,Grades PreK-2,moderate poverty,MI,2013-10-19,20.0
Supplies,Grades PreK-2,highest poverty,WI,2013-09-25,50.0
Technology,Grades PreK-2,highest poverty,CA,2013-04-14,20.0
Books,Grades PreK-2,high poverty,VA,2009-05-10,50.0
Books,Grades 9-12,high poverty,NC,2009-01-11,184.0
Books,Grades 3-5,highest poverty,PA,2013-08-27,36.16
Technology,Grades PreK-2,high poverty,TX,2010-08-31,50.0
Technology,Grades 6-8,moderate poverty,CA,2013-02-10,10.0
Books,Grades 3-5,moderate poverty,OR,2010-12-12,15.0
Technology,Grades 6-8,moderate poverty,OR,2013-12-08,100.0
Technology,Grades 6-8,high poverty,WV,2011-03-05,10.0
Supplies,Grades PreK-2,highest poverty,FL,2011-07-18,5.0
Other,Grades 9-12,high poverty,CA,2012-01-29,7.55
Other,Grades PreK-2,moderate poverty,HI,2011-09-26,78.95
Books,Grades PreK-2,high poverty,MI,2010-09-05,189.87
Technology,Grades PreK-2,moderate poverty,AL,2013-03-04,25.0
Books,Grades 3-5,moderate poverty,OH,2013-11-05,60.0
Supplies,Grades PreK-2,high poverty,CA,2013-10-07,878.36
Technology,Grades 6-8,moderate poverty,FL,2008-02-11,100.0
Supplies,Grades PreK-2,moderate poverty,CA,2008-06-10,25.0
Technology,Grades PreK-2,high poverty,TX,2010-10-16,15.0
Other,Grades 3-5,highest poverty,CA,2011-07-25,10.0
Supplies,Grades PreK-2,highest poverty,IL,2006-11-19,23.55
Books,Grades 9-12,highest poverty,WA,2011-10-02,25.0
Supplies,Grades 6-8,highest poverty,NY,2005-11-17,262.0
Supplies,Grades PreK-2,moderate poverty,MI,2008-11-18,100.0
Supplies,Grades PreK-2,high poverty,FL,2010-10-12,15.0
Supplies,Grades PreK-2,high poverty,KS,2013-08-05,1.0
Other,Grades PreK-2,highest poverty,FL,2010-04-02,50.0
Supplies,Grades PreK-2,highest poverty,NY,2012-10-15,50.0
Books,Grades PreK-2,high poverty,AZ,2013-10-03,25.0
Books,Grades 3-5,low poverty,FL,2012-10-26,10.0
Technology,Grades PreK-2,low poverty,CA,2012-02-05,372.79
Supplies,Grades 9-12,highest poverty,NY,2008-09-19,50.0
Technology,Grades 9-12,highest poverty,FL,2011-04-02,425.14
Supplies,Grades 9-12,moderate poverty,MA,2011-10-02,25.0
Supplies,Grades 3-5,moderate poverty,NC,2013-08-29,25.0
Technology,Grades PreK-2,low poverty,RI,2013-11-28,10.0
Books,Grades 3-5,high poverty,CA,2012-02-25,25.0
Technology,Grades 6-8,high poverty,MO,2013-09-14,10.0
Technology,Grades 6-8,highest poverty,CT,2011-12-08,50.0
Supplies,Grades PreK-2,highest poverty,CA,2010-09-08,30.0
Technology,Grades PreK-2,moderate poverty,VA,2009-03-29,73.75
Supplies,Grades PreK-2,high poverty,IN,2007-09-07,33.0
Technology,Grades 3-5,highest poverty,CA,2011-04-11,35.0
Supplies,Grades PreK-2,high poverty,NY,2011-03-09,272.53
Supplies,Grades PreK-2,moderate poverty,NC,2013-07-06,17.58
Technology,Grades 3-5,highest poverty,FL,2013-11-21,100.0
Technology,Grades 3-5,moderate poverty,CA,2012-11-11,20.0
Books,Grades 3-5,moderate poverty,TX,2013-12-22,1.0
Books,Grades 6-8,low poverty,CA,2012-02-18,33.0
Supplies,Grades PreK-2,high poverty,MO,2009-04-23,235.49
Technology,Grades PreK-2,highest poverty,CA,2012-01-29,25.0
Technology,Grades 3-5,low poverty,NY,2010-01-06,372.55
Books,Grades PreK-2,moderate poverty,IN,2010-06-05,150.0
Technology,Grades PreK-2,highest poverty,MA,2012-12-20,50.0
Supplies,Grades 3-5,highest poverty,OR,2011-02-06,10.0
Books,Grades 3-5,highest poverty,IA,2013-08-20,1.0
Technology,Grades 3-5,high poverty,DC,2013-12-04,103.26
Books,Grades PreK-2,highest poverty,NY,2012-07-03,10.0
Technology,Grades 6-8,highest poverty,NM,2013-11-15,100.0
Other,Grades PreK-2,high poverty,CA,2010-09-09,15.0
Technology,Grades 9-12,moderate poverty,RI,2013-05-13,75.0
Books,Grades 9-12,moderate poverty,MI,2012-01-17,25.0
Books,Grades PreK-2,highest poverty,AL,2013-05-11,451.19
Supplies,Grades 3-5,highest poverty,GA,2013-08-26,2.0
Technology,Grades 6-8,high poverty,CA,2013-08-11,100.0
Technology,Grades 3-5,moderate poverty,GA,2010-10-09,15.0
Technology,Grades PreK-2,moderate poverty,CA,2013-05-12,100.0
Technology,Grades PreK-2,highest poverty,TN,2011-04-04,25.0
Technology,Grades 6-8,moderate poverty,FL,2011-04-05,6.72
Technology,Grades 6-8,highest poverty,CA,2011-05-24,65.0
Technology,Grades PreK-2,high poverty,KS,2010-10-17,5.0
Technology,Grades PreK-2,high poverty,CA,2012-11-15,1.0
Other,Grades PreK-2,highest poverty,TN,2013-07-05,29.0
Other,Grades PreK-2,high poverty,OR,2010-12-13,4.14
Trips,Grades PreK-2,moderate poverty,CA,2007-10-30,346.0
Books,Grades PreK-2,high poverty,MD,2012-11-16,25.0
Other,Grades 6-8,moderate poverty,CA,2013-04-21,50.0
Other,Grades PreK-2,high poverty,FL,2013-09-11,25.0
Other,Grades 3-5,highest poverty,PA,2013-11-08,58.74
Supplies,Grades PreK-2,highest poverty,NJ,2013-01-29,30.0
Supplies,Grades PreK-2,high poverty,IL,2013-02-11,50.0
Supplies,Grades PreK-2,highest poverty,NV,2011-02-06,166.99
Supplies,Grades PreK-2,moderate poverty,TX,2009-06-21,336.0
Other,Grades PreK-2,high poverty,GA,2010-10-20,32.41
Other,Grades PreK-2,moderate poverty,WA,2013-08-28,20.0
Books,Grades 3-5,highest poverty,NY,2011-10-03,25.0
Technology,Grades 3-5,highest poverty,MD,2011-12-12,50.0
Books,Grades 3-5,high poverty,IL,2011-10-16,10.0
Technology,Grades 3-5,highest poverty,FL,2010-11-30,2.0
Supplies,Grades PreK-2,highest poverty,SC,2013-10-03,25.0
Books,Grades 6-8,highest poverty,CA,2012-10-23,1.0
Books,Grades PreK-2,highest poverty,MD,2009-11-25,246.95
Technology,Grades 3-5,highest poverty,TN,2011-02-23,5.0
Technology,Grades PreK-2,high poverty,FL,2011-01-26,3.0
Other,Grades 3-5,moderate poverty,CA,2011-11-11,10.0
Technology,Grades 9-12,moderate poverty,MI,2010-10-10,15.0
Supplies,Grades 6-8,highest poverty,OK,2013-08-06,5.0
Technology,Grades 6-8,moderate poverty,OH,2010-03-09,5.0
Supplies,Grades 6-8,highest poverty,FL,2011-02-03,15.0
Supplies,Grades 6-8,high poverty,NV,2010-04-06,50.0
Technology,Grades PreK-2,high poverty,TN,2013-10-19,201.58
Supplies,Grades 9-12,highest poverty,TN,2011-03-31,10.0
Supplies,Grades PreK-2,low poverty,NJ,2008-02-15,85.33
Books,Grades PreK-2,highest poverty,MI,2010-02-03,55.0
Trips,Grades 3-5,highest poverty,GA,2011-12-07,50.0
Supplies,Grades 3-5,highest poverty,FL,2010-10-02,15.0
Technology,Grades 9-12,highest poverty,FL,2009-04-14,25.0
Technology,Grades PreK-2,moderate poverty,NC,2013-02-01,15.0
Technology,Grades PreK-2,highest poverty,WI,2008-12-29,25.0
Supplies,Grades 9-12,highest poverty,LA,2011-03-28,10.0
Books,Grades 3-5,highest poverty,MD,2011-08-19,15.0
Technology,Grades 6-8,high poverty,MI,2012-12-12,25.0
Supplies,Grades 6-8,highest poverty,HI,2010-08-17,5.0
Books,Grades PreK-2,highest poverty,MI,2011-05-16,25.0
Technology,Grades 3-5,highest poverty,CA,2013-08-29,1.0
Books,Grades 6-8,high poverty,WV,2012-08-15,100.0
Supplies,Grades PreK-2,high poverty,KY,2013-09-22,10.0
Supplies,Grades 9-12,low poverty,LA,2009-04-23,1.0
Supplies,Grades PreK-2,moderate poverty,CA,2012-02-18,50.0
Technology,Grades 6-8,low poverty,CA,2013-03-28,218.88
Supplies,Grades PreK-2,highest poverty,MA,2010-11-29,5.0
Supplies,Grades 6-8,high poverty,CA,2012-01-27,10.0
Supplies,Grades 6-8,highest poverty,MO,2011-08-09,100.0
Technology,Grades 9-12,highest poverty,NY,2013-09-20,100.0
Supplies,Grades 3-5,moderate poverty,AZ,2013-09-06,35.69
Technology,Grades 3-5,moderate poverty,GA,2010-10-09,17.69
Books,Grades 6-8,highest poverty,NY,2012-05-26,250.0
Books,Grades 6-8,highest poverty,CA,2009-11-13,100.0
Supplies,Grades PreK-2,highest poverty,NY,2011-06-27,74.79
Supplies,Grades 6-8,high poverty,NC,2011-11-06,50.0
Technology,Grades PreK-2,high poverty,WI,2010-11-11,3.0
Supplies,Grades 3-5,highest poverty,NY,2005-07-31,180.34
Technology,Grades 3-5,moderate poverty,RI,2013-09-08,5.0
Technology,Grades PreK-2,moderate poverty,MI,2013-04-02,5.0
Technology,Grades PreK-2,moderate poverty,CA,2013-10-30,50.0
Books,Grades 3-5,highest poverty,NY,2013-06-10,1.0
Supplies,Grades 3-5,highest poverty,TX,2013-06-19,50.0
Technology,Grades PreK-2,low poverty,MA,2013-09-05,25.0
Technology,Grades 9-12,highest poverty,NY,2009-04-11,25.0
Trips,Grades 6-8,highest poverty,CA,2011-11-28,25.0
Supplies,Grades 6-8,highest poverty,IL,2007-08-06,25.0
Supplies,Grades 6-8,highest poverty,AZ,2012-12-02,25.0
Supplies,Grades PreK-2,highest poverty,NY,2007-03-08,196.86
Technology,Grades 3-5,highest poverty,CT,2012-07-14,20.0
Technology,Grades 9-12,highest poverty,WA,2011-10-30,70.0
Technology,Grades 9-12,highest poverty,MA,2009-10-22,15.28
Other,Grades PreK-2,high poverty,DC,2008-02-04,20.0
Technology,Grades PreK-2,highest poverty,VA,2010-09-04,30.0
Technology,Grades 9-12,high poverty,FL,2011-12-12,100.0
Technology,Grades 3-5,highest poverty,TN,2011-04-04,10.0
Books,Grades 9-12,high poverty,CA,2011-12-19,1.0
Technology,Grades 9-12,highest poverty,CA,2012-12-13,25.0
Books,Grades 3-5,highest poverty,IN,2012-06-28,1.0
Supplies,Grades 6-8,high poverty,UT,2010-12-15,3.0
Books,Grades 9-12,high poverty,AZ,2011-10-07,25.0
Other,Grades PreK-2,high poverty,TX,2012-10-24,1.0
Books,Grades 6-8,highest poverty,NY,2013-12-02,25.0
Supplies,Grades 6-8,moderate poverty,OR,2012-02-12,393.14
Supplies,Grades 9-12,high poverty,MN,2010-03-17,5.0
Supplies,Grades PreK-2,high poverty,IL,2011-07-18,50.0
Technology,Grades PreK-2,moderate poverty,IL,2010-11-09,10.0
Supplies,Grades 3-5,highest poverty,NY,2010-10-24,20.0
Technology,Grades 6-8,highest poverty,MA,2011-03-12,25.0
Technology,Grades 9-12,highest poverty,NY,2011-12-06,900.0
Books,Grades 6-8,high poverty,CA,2012-10-14,10.0
Supplies,Grades PreK-2,highest poverty,NY,2013-02-07,10.0
Other,Grades PreK-2,highest poverty,NY,2011-01-30,5.0
Supplies,Grades 9-12,highest poverty,OH,2010-12-16,101.41
Supplies,Grades PreK-2,high poverty,NY,2010-02-03,77.35
Technology,Grades 3-5,highest poverty,MO,2009-08-12,10.0
Technology,Grades 6-8,high poverty,WV,2011-02-26,25.0
Supplies,Grades 3-5,highest poverty,GA,2011-05-24,26.38
Books,Grades 6-8,high poverty,CA,2012-01-21,15.0
Books,Grades 3-5,highest poverty,TX,2013-09-26,2.51
Supplies,Grades 6-8,highest poverty,OH,2009-06-06,45.0
Technology,Grades PreK-2,highest poverty,TN,2011-04-06,25.0
Other,Grades PreK-2,highest poverty,FL,2011-04-09,15.0
Technology,Grades 3-5,high poverty,CA,2012-01-26,10.0
Technology,Grades PreK-2,highest poverty,CA,2011-10-03,25.0
Technology,Grades PreK-2,low poverty,CA,2012-04-05,50.0
Technology,Grades 6-8,highest poverty,NY,2009-09-27,25.0
Other,Grades 3-5,high poverty,TX,2012-05-30,1.0
Technology,Grades PreK-2,highest poverty,TX,2013-11-25,1.0
Supplies,Grades 6-8,highest poverty,CA,2011-04-06,35.0
Books,Grades 6-8,low poverty,CA,2013-10-15,10.0
Technology,Grades PreK-2,high poverty,TX,2010-11-05,149.0
Supplies,Grades 3-5,high poverty,TX,2011-12-03,10.0
Supplies,Grades PreK-2,highest poverty,CA,2011-12-03,10.0
Technology,Grades PreK-2,highest poverty,GA,2013-04-09,50.0
Technology,Grades 3-5,highest poverty,CA,2012-03-08,150.0
Technology,Grades 9-12,moderate poverty,NC,2009-08-21,52.23
Technology,Grades PreK-2,moderate poverty,MI,2013-03-24,50.0
Supplies,Grades PreK-2,highest poverty,PA,2011-02-13,1.0
Technology,Grades 9-12,moderate poverty,CA,2012-12-21,100.0
Technology,Grades 3-5,high poverty,TX,2008-11-16,25.0
Books,Grades PreK-2,high poverty,CA,2010-10-16,15.0
Other,Grades 9-12,highest poverty,NY,2012-11-19,5.0
Other,Grades 3-5,highest poverty,IL,2010-11-23,70.0
Supplies,Grades 6-8,highest poverty,CA,2013-02-14,50.0
Books,Grades PreK-2,highest poverty,OR,2011-03-17,18.0
Supplies,Grades 3-5,highest poverty,CA,2011-04-26,20.0
Supplies,Grades PreK-2,highest poverty,FL,2011-02-06,25.0
Technology,Grades PreK-2,moderate poverty,CA,2012-07-02,50.0
Technology,Grades 9-12,high poverty,CA,2011-09-12,225.48
Technology,Grades 9-12,highest poverty,PA,2010-10-12,15.0
Technology,Grades 3-5,moderate poverty,PA,2011-03-05,100.0
Technology,Grades 6-8,low poverty,CA,2010-12-23,15.0
Books,Grades 9-12,highest poverty,NY,2010-09-23,10.0
Other,Grades PreK-2,highest poverty,PA,2010-03-10,278.44
Supplies,Grades PreK-2,highest poverty,SC,2009-10-31,100.0
Books,Grades PreK-2,highest poverty,MD,2010-09-26,9.28
Technology,Grades 3-5,moderate poverty,OK,2011-03-06,3.0
Technology,Grades PreK-2,high poverty,VA,2012-11-23,10.0
Technology,Grades 3-5,highest poverty,CA,2012-01-13,15.0
Technology,Grades 3-5,highest poverty,IL,2013-08-09,25.0
Technology,Grades 9-12,highest poverty,MO,2009-12-06,865.7
Supplies,Grades 6-8,highest poverty,WA,2012-09-09,208.16
Other,Grades PreK-2,high poverty,CA,2011-04-05,15.0
Supplies,Grades 9-12,highest poverty,IL,2007-03-23,25.0
Other,Grades PreK-2,highest poverty,OK,2010-08-09,15.0
Technology,Grades 6-8,highest poverty,TN,2011-04-04,20.0
Technology,Grades 3-5,highest poverty,CA,2009-12-29,25.0
Books,Grades 6-8,moderate poverty,NE,2010-08-31,537.0
Technology,Grades 3-5,highest poverty,CA,2012-01-30,10.0
Other,Grades 3-5,highest poverty,KY,2010-02-23,25.0
Technology,Grades 3-5,highest poverty,FL,2013-07-23,25.0
Technology,Grades PreK-2,highest poverty,CA,2008-08-03,100.0
Technology,Grades 6-8,high poverty,IL,2010-09-19,15.0
Technology,Grades 9-12,high poverty,CA,2011-08-30,15.0
Technology,Grades 6-8,highest poverty,CA,2012-02-04,25.0
Supplies,Grades 9-12,highest poverty,CA,2012-01-28,10.0
Supplies,Grades 3-5,highest poverty,NC,2013-09-18,3.8
Technology,Grades 6-8,highest poverty,CA,2013-08-16,10.0
Trips,Grades 3-5,low poverty,AZ,2013-01-14,30.0
Technology,Grades 6-8,high poverty,VT,2013-06-07,36.75
Other,Grades PreK-2,highest poverty,TX,2012-01-30,50.0
Books,Grades PreK-2,high poverty,CA,2011-09-15,10.0
Books,Grades 3-5,highest poverty,IL,2009-11-08,10.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-27,15.0
Technology,Grades 3-5,highest poverty,CA,2012-05-17,5.0
Technology,Grades 9-12,highest poverty,CA,2012-12-12,25.0
Technology,Grades 6-8,high poverty,NC,2012-12-12,100.0
Technology,Grades PreK-2,highest poverty,WA,2011-01-26,10.0
Technology,Grades 9-12,highest poverty,NY,2009-10-20,150.0
Supplies,Grades 6-8,highest poverty,PA,2010-09-06,15.0
Supplies,Grades PreK-2,highest poverty,OK,2010-06-09,5.0
